prediction,label
0.0,0
0.5679012345679012,0
0.0,0
0.1485148514851485,0
0.1485148514851485,0
0.1485148514851485,0
0.1485148514851485,0
0.1485148514851485,0
0.0,0
0.0,0
0.1485148514851485,0
0.07692307692307693,0
0.0,0
0.44642857142857145,0
0.44642857142857145,0
0.9622641509433962,0
0.1485148514851485,0
0.0,0
0.1485148514851485,0
0.1111111111111111,0
0.6666666666666666,0
0.0,0
0.0,0
0.0,0
0.0,0
0.2857142857142857,0
0.0,0
0.0,0
0.0,0
0.07692307692307693,0
0.0,0
0.1485148514851485,0
0.1485148514851485,0
0.1485148514851485,0
0.1485148514851485,0
0.2857142857142857,0
0.07692307692307693,0
0.04,0
0.04,0
0.44642857142857145,0
0.44642857142857145,0
0.1111111111111111,0
0.0,0
0.0,0
0.0,0
0.1485148514851485,0
0.0,0
0.0,0
0.07692307692307693,0
0.0,0
0.1485148514851485,0
0.0,0
0.0,0
0.0,0
0.07692307692307693,0
0.1485148514851485,0
0.2857142857142857,0
1.0,0
0.04,0
0.04,0
0.04,0
0.1485148514851485,0
0.1111111111111111,0
0.0,0
0.0,0
0.5679012345679012,0
0.1485148514851485,0
0.2857142857142857,0
0.0,0
0.0,0
0.0,0
0.1485148514851485,0
0.5679012345679012,0
0.04,0
0.44642857142857145,0
0.6,0
0.0,0
0.5679012345679012,0
0.0,0
0.0,0
0.0,0
0.5679012345679012,0
0.0,0
0.5679012345679012,0
0.44642857142857145,0
0.9622641509433962,0
0.1111111111111111,0
0.1111111111111111,0
0.0,0
0.1111111111111111,0
0.5679012345679012,0
0.0,0
0.1111111111111111,0
0.0,0
0.5679012345679012,0
0.04,0
0.1111111111111111,0
0.0,0
0.04,0
1.0,0
0.5679012345679012,0
1.0,0
0.5679012345679012,0
0.2857142857142857,0
0.1485148514851485,1
1.0,1
0.2857142857142857,1
0.44642857142857145,1
1.0,1
0.5,1
0.9622641509433962,1
0.9090909090909091,1
0.5,1
0.9622641509433962,1
0.5,1
0.5679012345679012,1
0.5679012345679012,1
0.44642857142857145,1
0.6,1
0.04,1
0.04,1
0.04,1
0.9622641509433962,1
0.4,1
0.4,1
0.44642857142857145,1
0.7777777777777778,1
0.4,1
0.6,1
0.6,1
0.1111111111111111,1
0.1485148514851485,1
0.2857142857142857,1
0.5679012345679012,1
0.5679012345679012,1
0.7777777777777778,1
0.5679012345679012,1
0.9090909090909091,1
0.9622641509433962,1
0.9622641509433962,1
0.6,1
0.2857142857142857,1
0.9090909090909091,1
0.6,1
0.5679012345679012,1
0.44642857142857145,1
0.9090909090909091,1
0.6,1
0.44642857142857145,1
1.0,1
0.7777777777777778,1
